date,temperature,precipitation,is_weekend,is_hot,is_dry,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,total_units_sold
2022-01-23,3.3,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,31.0
2022-01-24,-0.1,17.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
2022-01-25,-0.6,1.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20.0
2022-01-26,-0.3,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0
2022-01-27,2.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.0
2022-01-28,1.8,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,22.0
2022-01-29,2.0,24.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
2022-01-30,2.2,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,27.0
2022-01-31,6.6,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,32.0
2022-02-01,0.4,5.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.0
2022-02-02,0.3,4.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.0
2022-02-03,-0.3,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,31.0
2022-02-04,3.4,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,35.0
2022-02-05,4.9,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,45.0
2022-02-06,1.9,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,38.0
2022-02-07,0.3,0.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,22.0
2022-02-08,0.5,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,42.0
2022-02-09,4.4,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,27.0
2022-02-10,4.8,16.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4.0
2022-02-11,4.4,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,42.0
2022-02-12,1.6,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,28.0
2022-02-13,4.0,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,33.0
2022-02-14,3.9,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,31.0
2022-02-15,4.4,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,28.0
2022-02-16,6.2,21.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3.0
2022-02-17,4.8,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,21.0
2022-02-18,6.1,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,28.0
2022-02-19,4.7,1.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,43.0
2022-02-20,5.5,10.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,10.0
2022-02-21,6.6,1.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20.0
2022-02-22,1.5,2.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,26.0
2022-02-23,4.6,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,34.0
2022-02-24,4.4,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,29.0
2022-02-25,4.2,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,28.0
2022-02-26,5.3,0.9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,28.0
2022-02-27,9.9,0.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,37.0
2022-02-28,4.2,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,26.0
2022-03-01,9.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,24.0
2022-03-02,2.6,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.0
2022-03-03,6.2,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,34.0
2022-03-04,7.7,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,27.0
2022-03-05,8.9,9.7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,11.0
2022-03-06,9.5,2.8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,26.0
2022-03-07,9.9,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,30.0
2022-03-08,7.2,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,23.0
2022-03-09,7.2,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,30.0
2022-03-10,10.7,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,29.0
2022-03-11,8.3,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,41.0
2022-03-12,5.8,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,39.0
2022-03-13,6.4,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,41.0
2022-03-14,7.1,13.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.0
2022-03-15,10.9,3.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,26.0
2022-03-16,10.2,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,37.0
2022-03-17,11.8,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,29.0
2022-03-18,9.3,3.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,31.0
2022-03-19,10.9,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,46.0
2022-03-20,12.3,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,65.0
2022-03-21,10.2,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,38.0
2022-03-22,12.4,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,46.0
2022-03-23,9.8,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,23.0
2022-03-24,10.8,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,39.0
2022-03-25,10.9,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,31.0
2022-03-26,9.1,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,57.0
2022-03-27,13.6,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,59.0
2022-03-28,11.4,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,39.0
2022-03-29,12.8,0.4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,38.0
2022-03-30,14.2,23.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0
2022-03-31,14.3,7.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,13.0
2022-04-01,15.1,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,54.0
2022-04-02,13.4,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,68.0
2022-04-03,12.8,0.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,63.0
2022-04-04,13.9,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,50.0
2022-04-05,10.1,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,34.0
2022-04-06,10.9,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,33.0
2022-04-07,11.4,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,38.0
2022-04-08,12.5,2.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,42.0
2022-04-09,16.2,7.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,31.0
2022-04-10,13.1,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,57.0
2022-04-11,14.7,2.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60.0
2022-04-12,19.1,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,59.0
2022-04-13,15.1,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,39.0
2022-04-14,18.1,7.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20.0
2022-04-15,14.1,11.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.0
2022-04-16,16.1,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,83.0
2022-04-17,14.5,4.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,45.0
2022-04-18,16.2,1.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,55.0
2022-04-19,19.3,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,91.0
2022-04-20,13.1,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,67.0
2022-04-21,18.7,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,85.0
2022-04-22,18.4,8.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40.0
2022-04-23,16.5,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,92.0
2022-04-24,14.6,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,59.0
2022-04-25,18.5,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,92.0
2022-04-26,17.2,18.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11.0
2022-04-27,19.3,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,86.0
2022-04-28,19.0,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,74.0
2022-04-29,23.1,0.1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,106.0
2022-04-30,18.7,1.3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,108.0
2022-05-01,16.9,11.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,31.0
2022-05-02,20.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,94.0
2022-05-03,20.3,7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,35.0
2022-05-04,23.3,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,91.0
2022-05-05,22.2,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,123.0
2022-05-06,21.1,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,108.0
2022-05-07,24.1,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,180.0
2022-05-08,17.6,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,93.0
2022-05-09,19.1,0.3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,80.0
2022-05-10,18.5,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,75.0
2022-05-11,20.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,103.0
2022-05-12,17.7,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,84.0
2022-05-13,22.9,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,126.0
2022-05-14,20.9,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,150.0
2022-05-15,17.9,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,48.0
2022-05-16,19.1,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,86.0
2022-05-17,22.6,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,139.0
2022-05-18,24.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,137.0
2022-05-19,27.0,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,157.0
2022-05-20,29.4,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,192.0
2022-05-21,23.3,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,195.0
2022-05-22,19.9,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,117.0
2022-05-23,17.2,1.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,52.0
2022-05-24,23.3,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,125.0
2022-05-25,20.7,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,109.0
2022-05-26,21.8,29.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.0
2022-05-27,21.4,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,89.0
2022-05-28,22.6,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,152.0
2022-05-29,25.7,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,False,216.0
2022-05-30,23.5,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,133.0
2022-05-31,22.8,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,109.0
2022-06-01,20.7,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,86.0
2022-06-02,19.2,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,89.0
2022-06-03,22.2,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,123.0
2022-06-04,23.4,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,169.0
2022-06-05,28.0,0.0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,216.0
2022-06-06,23.9,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,131.0
2022-06-07,26.1,0.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,153.0
2022-06-08,22.5,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,121.0
2022-06-09,20.8,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,129.0
2022-06-10,21.4,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,87.0
2022-06-11,22.0,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,179.0
2022-06-12,29.2,0.0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,272.0
2022-06-13,21.8,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,125.0
2022-06-14,26.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,117.0
2022-06-15,21.7,1.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,80.0
2022-06-16,26.3,0.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,181.0
2022-06-17,24.9,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,130.0
2022-06-18,23.6,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,192.0
2022-06-19,23.9,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,161.0
2022-06-20,22.4,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,97.0
2022-06-21,25.1,0.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,162.0
2022-06-22,22.9,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,138.0
2022-06-23,20.9,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,117.0
2022-06-24,20.8,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,87.0
2022-06-25,24.4,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,194.0
2022-06-26,27.9,3.9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,136.0
2022-06-27,24.3,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,135.0
2022-06-28,23.6,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,136.0
2022-06-29,24.6,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,167.0
2022-06-30,27.1,0.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,182.0
2022-07-01,24.3,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,53.0
2022-07-02,22.7,3.7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,116.0
2022-07-03,26.5,0.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,205.0
2022-07-04,24.7,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,116.0
2022-07-05,27.4,4.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,94.0
2022-07-06,24.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,136.0
2022-07-07,20.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,115.0
2022-07-08,20.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,104.0
2022-07-09,27.5,0.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,202.0
2022-07-10,27.6,6.2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,110.0
2022-07-11,22.7,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,129.0
2022-07-12,22.1,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,136.0
2022-07-13,26.7,0.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,168.0
2022-07-14,20.2,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,98.0
2022-07-15,20.6,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,92.0
2022-07-16,24.4,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,180.0
2022-07-17,21.7,6.6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,50.0
2022-07-18,22.5,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,129.0
2022-07-19,22.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,114.0
2022-07-20,23.2,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,135.0
2022-07-21,25.7,0.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,145.0
2022-07-22,22.3,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,117.0
2022-07-23,23.6,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,164.0
2022-07-24,16.7,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,105.0
2022-07-25,21.6,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,134.0
2022-07-26,19.5,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,96.0
2022-07-27,18.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,90.0
2022-07-28,19.2,7.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,29.0
2022-07-29,20.4,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,114.0
2022-07-30,23.4,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,161.0
2022-07-31,17.6,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,96.0
2022-08-01,20.9,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,100.0
2022-08-02,19.4,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,114.0
2022-08-03,19.7,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,89.0
2022-08-04,22.8,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,120.0
2022-08-05,21.5,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,110.0
2022-08-06,23.4,4.6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,103.0
2022-08-07,19.5,0.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,112.0
2022-08-08,17.9,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,66.0
2022-08-09,19.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,89.0
2022-08-10,20.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,87.0
2022-08-11,19.6,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,77.0
2022-08-12,16.3,3.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,43.0
2022-08-13,19.0,0.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,132.0
2022-08-14,19.2,0.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,122.0
2022-08-15,24.8,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,144.0
2022-08-16,23.0,9.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,21.0
2022-08-17,16.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,58.0
2022-08-18,17.2,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,90.0
2022-08-19,14.1,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,67.0
2022-08-20,16.0,20.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8.0
2022-08-21,18.1,0.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,126.0
2022-08-22,20.1,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,113.0
2022-08-23,15.1,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,54.0
2022-08-24,15.1,1.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,65.0
2022-08-25,11.2,7.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26.0
2022-08-26,15.9,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,65.0
2022-08-27,13.5,11.2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,14.0
2022-08-28,14.6,0.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,68.0
2022-08-29,13.5,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,56.0
2022-08-30,15.3,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,45.0
2022-08-31,10.9,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,52.0
2022-09-01,11.4,1.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40.0
2022-09-02,20.2,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,77.0
2022-09-03,11.4,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,59.0
2022-09-04,11.7,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,62.0
2022-09-05,18.8,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,68.0
2022-09-06,21.3,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,80.0
2022-09-07,10.8,3.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,25.0
2022-09-08,12.6,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,39.0
2022-09-09,14.2,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,39.0
2022-09-10,17.4,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,80.0
2022-09-11,10.4,4.3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,27.0
2022-09-12,12.1,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,38.0
2022-09-13,14.4,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,46.0
2022-09-14,13.3,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,42.0
2022-09-15,11.1,2.6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24.0
2022-09-16,11.4,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,42.0
2022-09-17,8.1,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,38.0
2022-09-18,10.7,15.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,10.0
2022-09-19,10.4,11.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.0
2022-09-20,11.5,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,30.0
2022-09-21,9.3,1.3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21.0
2022-09-22,11.6,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,29.0
2022-09-23,12.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,30.0
2022-09-24,10.4,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,27.0
2022-09-25,10.7,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,39.0
2022-09-26,9.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,39.0
2022-09-27,9.3,1.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,18.0
2022-09-28,7.3,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,30.0
2022-09-29,9.7,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,29.0
2022-09-30,8.4,9.9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.0
2022-10-01,13.7,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,52.0
2022-10-02,12.2,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,42.0
2022-10-03,9.0,6.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15.0
2022-10-04,5.9,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,25.0
2022-10-05,4.8,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,27.0
2022-10-06,10.3,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,22.0
2022-10-07,7.8,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,37.0
2022-10-08,8.1,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,33.0
2022-10-09,2.4,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,37.0
2022-10-10,8.8,3.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,21.0
2022-10-11,7.4,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,40.0
2022-10-12,3.3,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,23.0
2022-10-13,4.7,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,17.0
2022-10-14,6.3,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,27.0
2022-10-15,5.6,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,39.0
2022-10-16,4.5,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,25.0
2022-10-17,4.8,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,21.0
2022-10-18,4.2,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,32.0
2022-10-19,5.1,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,24.0
2022-10-20,8.2,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,31.0
2022-10-21,-2.1,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,30.0
